location,Longitude float,Latitude float,geometry
2999 JANE ST,-79.516174,43.75435,POINT (-79.51617431640625 43.75434875488281)
44 EDGECOMBE AVE,-79.41688,43.721004,POINT (-79.41687774658203 43.72100448608398)
48 EDGECOMBE AVE,-79.4169,43.72122,POINT (-79.41690063476563 43.72121810913086)
77 GREENLAND RD,-79.337814,43.738136,POINT (-79.33781433105469 43.73813629150391)
360A JOICEY BLVD,-79.43141,43.73453,POINT (-79.43141174316406 43.73453140258789)
2 OAKEN GATEWAY,-79.40544,43.75333,POINT (-79.40544128417969 43.75333023071289)
1 DEAN PARK RD,-79.170296,43.80448,POINT (-79.17029571533203 43.80448150634766)
47 HISEY CRES,-79.52827,43.770237,POINT (-79.52826690673828 43.77023696899414)
237 CARMICHAEL AVE,-79.43221,43.73477,POINT (-79.43221282958984 43.73477172851563)
43 HISEY CRES,-79.52818,43.77008,POINT (-79.52818298339844 43.77008056640625)
80 ESTERH LORRIE DR,-79.57939,43.727337,POINT (-79.57939147949219 43.72733688354492)
30 HERONS HILL WAY,-79.335045,43.775105,POINT (-79.33504486083984 43.77510452270508)
195 ASHDALE AVE,-79.32081,43.67048,POINT (-79.32080841064453 43.67047882080078)
37 MC MURRAY AVE,-79.47122,43.666424,POINT (-79.47122192382813 43.66642379760742)
100 HARRISON GARDEN BLVD,-79.40535,43.756737,POINT (-79.40534973144531 43.75673675537109)
416 ARLINGTON AVE,-79.43263,43.689816,POINT (-79.43263244628906 43.68981552124023)
600 REXDALE BLVD,-79.610085,43.721294,POINT (-79.61008453369141 43.72129440307617)
11 MC MURRAY AVE,-79.470894,43.665916,POINT (-79.47089385986328 43.66591644287109)
3 EVERSON DR,-79.4065,43.756947,POINT (-79.40650177001953 43.7569465637207)
84 DUNBLAINE AVE,-79.42399,43.735287,POINT (-79.42398834228516 43.73528671264648)
1251 KING ST W,-79.42972,43.63819,POINT (-79.42971801757813 43.63819122314453)
117 DUNCAIRN DR,-79.3501,43.742462,POINT (-79.35009765625 43.74246215820313)
117 ASHDALE AVE,-79.32015,43.668755,POINT (-79.32015228271484 43.66875457763672)
582 RICHMOND ST W,-79.40215,43.64695,POINT (-79.40215301513672 43.64694976806641)
312 ARLINGTON AVE,-79.431404,43.68708,POINT (-79.43140411376953 43.68708038330078)
121 RICHMOND PARK BLVD,-79.26061,43.81378,POINT (-79.26061248779297 43.81378173828125)
19 GRAND TRUNK CRES,-79.3826,43.641613,POINT (-79.38259887695313 43.6416130065918)
33 ELMHURST AVE,-79.41282,43.762417,POINT (-79.41281890869141 43.76241683959961)
8 MONDEO DR,-79.288475,43.764507,POINT (-79.28847503662109 43.76450729370117)
155 BEECROFT RD,-79.41419,43.76545,POINT (-79.41419219970703 43.76544952392578)
408 WELLINGTON ST W,-79.39593,43.64408,POINT (-79.39592742919922 43.64408111572266)
130 LANSBURY DR,-79.26172,43.818153,POINT (-79.26171875 43.81815338134766)
61 HEMFORD CRES,-79.35193,43.742252,POINT (-79.3519287109375 43.74225234985352)
12 ASHDALE AVE,-79.31973,43.66625,POINT (-79.31973266601563 43.6662483215332)
24 HURSTING AVE,-79.43357,43.685123,POINT (-79.43357086181641 43.68512344360352)
5 VALHALLA INN RD,-79.56035,43.640526,POINT (-79.56034851074219 43.64052581787109)
630 WOBURN AVE,-79.42504,43.723698,POINT (-79.42504119873047 43.72369766235352)
17 HURSTING AVE,-79.43323,43.684853,POINT (-79.4332275390625 43.68485260009766)
36 LONGSWORD DR,-79.2629,43.814808,POINT (-79.26290130615234 43.8148078918457)
321 CORTLEIGH BLVD,-79.420135,43.71108,POINT (-79.42013549804688 43.71107864379883)
3 PARK HOME AVE,-79.41434,43.768707,POINT (-79.41433715820313 43.76870727539063)
269 TORBARRIE RD,-79.52386,43.729755,POINT (-79.52385711669922 43.72975540161133)
2015 SHEPPARD AVE E,-79.33738,43.77535,POINT (-79.33737945556641 43.77534866333008)
240 MARKLAND DR,-79.57875,43.629135,POINT (-79.57875061035156 43.62913513183594)
470 WELLINGTON ST W,-79.39807,43.64356,POINT (-79.3980712890625 43.64355850219727)
31 FOUR WINDS DR,-79.49761,43.763817,POINT (-79.49761199951172 43.76381683349609)
18 MONDEO DR,-79.28982,43.764275,POINT (-79.28981781005859 43.76427459716797)
55 TRILLER AVE,-79.44367,43.64,POINT (-79.44367218017578 43.63999938964844)
548 CHURCH ST,-79.381065,43.665474,POINT (-79.38106536865234 43.66547393798828)
19 PRISCILLA AVE,-79.48789,43.661003,POINT (-79.48789215087891 43.66100311279297)
2560 KINGSTON RD,-79.24748,43.71291,POINT (-79.24748229980469 43.71290969848633)
29 LEACROFT CRES,-79.359604,43.738934,POINT (-79.35960388183594 43.73893356323242)
10 EDGECLIFF GOLFWAY,-79.326515,43.71923,POINT (-79.32651519775391 43.71923065185547)
20 FAIRCHILD AVE,-79.42151,43.784092,POINT (-79.4215087890625 43.78409194946289)
25 FOUR WINDS DR,-79.496254,43.76412,POINT (-79.49625396728516 43.76411819458008)
6 PRISCILLA AVE,-79.48823,43.660397,POINT (-79.48822784423828 43.66039657592773)
1667 ALBION ROAD,-79.59853,43.742218,POINT (-79.59853363037109 43.74221801757813)
1 BURKE ST,-79.421936,43.78428,POINT (-79.42193603515625 43.78427886962891)
725 EUCLID AVE,-79.41492,43.665268,POINT (-79.4149169921875 43.66526794433594)
149 ISAAC DEVINS BLVD,-79.53205,43.73261,POINT (-79.53205108642578 43.73260879516602)
287 MARKLAND DR,-79.57805,43.627533,POINT (-79.57804870605469 43.62753295898438)
50 KING HIGH AVE,-79.44399,43.738487,POINT (-79.44399261474609 43.73848724365234)
15 BRUYERES MEWS,-79.40069,43.637196,POINT (-79.40068817138672 43.6371955871582)
11 GRIMTHORPE RD,-79.43024,43.681946,POINT (-79.43023681640625 43.68194580078125)
137 CHARLTON BLVD,-79.435486,43.780426,POINT (-79.43548583984375 43.78042602539063)
9 GRIMTHORPE RD,-79.43031,43.68193,POINT (-79.43031311035156 43.68193054199219)
30 GLOUCESTER ST,-79.38372,43.667442,POINT (-79.38372039794922 43.66744232177734)
59 DALLAS RD,-79.43936,43.780586,POINT (-79.43936157226563 43.78058624267578)
6 TIPPETT RD,-79.447205,43.733135,POINT (-79.44720458984375 43.73313522338867)
112 ATLAS AVE,-79.43263,43.684635,POINT (-79.43263244628906 43.68463516235352)
11 LEE CENTRE DR,-79.24493,43.781647,POINT (-79.24492645263672 43.78164672851563)
6 CARAVAN DR,-79.36781,43.74305,POINT (-79.36781311035156 43.74304962158203)
17 DALLAS RD,-79.43484,43.78152,POINT (-79.43483734130859 43.78152084350586)
265 MARKLAND DR,-79.57964,43.628475,POINT (-79.57964324951172 43.62847518920898)
128 ATLAS AVE,-79.43272,43.684986,POINT (-79.43271636962891 43.68498611450195)
2901 KIPLING AVE,-79.58852,43.758194,POINT (-79.58851623535156 43.75819396972656)
2 EVA RD,-79.562416,43.64059,POINT (-79.56241607666016 43.64059066772461)
70 FOREST MANOR RD,-79.34579,43.775063,POINT (-79.34578704833984 43.77506256103516)
171 STILECROFT DR,-79.494514,43.74977,POINT (-79.49451446533203 43.74977111816406)
25 TEFLEY RD,-79.42901,43.782833,POINT (-79.42900848388672 43.78283309936523)
164 WINNETT AVE,-79.43299,43.68835,POINT (-79.43299102783203 43.68835067749023)
86 AMES CRCL,-79.369255,43.750694,POINT (-79.36925506591797 43.75069427490234)
160 VANDERHOOF AVE,-79.35319,43.71436,POINT (-79.35318756103516 43.71435928344727)
20 SAULTER ST,-79.34681,43.657345,POINT (-79.34680938720703 43.65734481811523)
49 DOVEHOUSE AVE,-79.49064,43.748913,POINT (-79.49063873291016 43.7489128112793)
65 REGENT RD,-79.46265,43.73233,POINT (-79.462646484375 43.73233032226563)
15 FORT YORK BLVD,-79.39396,43.640087,POINT (-79.39395904541016 43.64008712768555)
2999 JANE STREET,-79.516174,43.75435,POINT (-79.51617431640625 43.75434875488281)
284 MARKLAND DR,-79.573715,43.627277,POINT (-79.57371520996094 43.62727737426758)
144 WINNETT AVE,-79.43271,43.68763,POINT (-79.43270874023438 43.68762969970703)
51 PARKWOODS VILLAGE DRIVE,-79.32005,43.759506,POINT (-79.32005310058594 43.75950622558594)
192 GRENADIER RD,-79.45601,43.647926,POINT (-79.45600891113281 43.64792633056641)
258 CONNAUGHT AVE,-79.431786,43.78649,POINT (-79.43178558349609 43.78649139404297)
10 ORCHARDCROFT CRES,-79.490364,43.748528,POINT (-79.49036407470703 43.74852752685547)
341 MARKLAND DR,-79.57233,43.627277,POINT (-79.57232666015625 43.62727737426758)
87 WINNETT AVE,-79.43165,43.68624,POINT (-79.43164825439453 43.68624114990234)
200 WOOLNER AVE,-79.49167,43.672863,POINT (-79.49166870117188 43.6728630065918)
335 DRIFTWOOD AVE,-79.51139,43.766666,POINT (-79.51139068603516 43.76666641235352)
120 CARLAW AVE,-79.349464,43.684135,POINT (-79.34946441650391 43.68413543701172)
151 PLEWES RD,-79.47052,43.73341,POINT (-79.47052001953125 43.7334098815918)
347 MARKLAND DR,-79.57184,43.62767,POINT (-79.57183837890625 43.62767028808594)
56 WINNETT AVE,-79.431694,43.685074,POINT (-79.43169403076172 43.68507385253906)
67 HIGHFIELD RD,-79.32375,43.669014,POINT (-79.32375335693359 43.66901397705078)
196 HOMEWOOD AVE,-79.42863,43.789055,POINT (-79.42862701416016 43.78905487060547)
39 BROOKWELL DR,-79.49454,43.743835,POINT (-79.49453735351563 43.74383544921875)
2020 DON MILLS RD,-79.34784,43.762794,POINT (-79.34783935546875 43.76279449462891)
55 HARBOUR SQ,-79.378494,43.640064,POINT (-79.37849426269531 43.64006423950195)
46 WINNETT AVE,-79.4316,43.68478,POINT (-79.43160247802734 43.68478012084961)
119 HOMEWOOD AVE,-79.42365,43.78976,POINT (-79.42365264892578 43.78976058959961)
98 HIGHFIELD RD,-79.32468,43.66961,POINT (-79.32467651367188 43.66960906982422)
294 LOGAN AVE,-79.34334,43.66185,POINT (-79.34333801269531 43.66184997558594)
10 ANCHOR DR,-79.50298,43.743153,POINT (-79.50298309326172 43.7431526184082)
55 HOME RD,-79.46319,43.73689,POINT (-79.46318817138672 43.73688888549805)
16 GOULDING AVE,-79.42444,43.790756,POINT (-79.4244384765625 43.79075622558594)
6 MERRIAN RD,-79.26492,43.727886,POINT (-79.26492309570313 43.72788619995117)
10 THWAITE AVE,-79.503174,43.742294,POINT (-79.503173828125 43.74229431152344)
78 TILLEY DR,-79.14131,43.7888,POINT (-79.14131164550781 43.78879928588867)
124 GOULDING AVE,-79.42904,43.78998,POINT (-79.42903900146484 43.78998184204102)
12 THWAITE AVE,-79.50318,43.742218,POINT (-79.50318145751953 43.74221801757813)
2431 FINCH AVE WEST,-79.548164,43.749554,POINT (-79.54816436767578 43.74955368041992)
65 TILLEY DR,-79.14234,43.788113,POINT (-79.14234161376953 43.78811264038086)
43 THORNCLIFFE PARK DR,-79.344505,43.70045,POINT (-79.34450531005859 43.7004508972168)
132 GOULDING AVE,-79.42977,43.78983,POINT (-79.42977142333984 43.78982925415039)
72 WATNEY CRES,-79.50247,43.744213,POINT (-79.50247192382813 43.74421310424805)
32 SOMBRERO CRT,-79.57568,43.76379,POINT (-79.57568359375 43.76379013061523)
15 VIKING LANE,-79.535286,43.63926,POINT (-79.53528594970703 43.63925933837891)
25 KERR RD,-79.3246,43.666443,POINT (-79.32460021972656 43.66644287109375)
60 HEINTZMAN ST,-79.46428,43.666897,POINT (-79.46427917480469 43.66689682006836)
57 WINSTON PARK BLVD,-79.46473,43.73015,POINT (-79.46472930908203 43.73014831542969)
35 TILLEY DR,-79.1455,43.787457,POINT (-79.14550018310547 43.78745651245117)
1190 DUNDAS ST E,-79.341034,43.665268,POINT (-79.34103393554688 43.66526794433594)
142 FULTON AVE,-79.351944,43.683235,POINT (-79.35194396972656 43.68323516845703)
56 CHARRINGTON CRES,-79.50636,43.74105,POINT (-79.50636291503906 43.74105072021484)
16 YONGE ST,-79.3764,43.643257,POINT (-79.37640380859375 43.64325714111328)
108 GOULDING AVE,-79.42769,43.7903,POINT (-79.42768859863281 43.79029846191406)
75 HUSBAND DR,-79.57693,43.76023,POINT (-79.57692718505859 43.76023101806641)
28 TILLEY DR,-79.14621,43.787727,POINT (-79.14620971679688 43.78772735595703)
11 KERR RD,-79.325134,43.66632,POINT (-79.32513427734375 43.66632080078125)
2040 DON MILLS RD,-79.347755,43.763725,POINT (-79.34775543212891 43.76372528076172)
211 PLEASANT AVE,-79.429405,43.79042,POINT (-79.42940521240234 43.79042053222656)
17 YATESCASTLE DR,-79.506874,43.741154,POINT (-79.50687408447266 43.74115371704102)
330 ALTON TOWERS CIR,-79.27603,43.82349,POINT (-79.27603149414063 43.82349014282227)
133 WYNFORD DR,-79.328125,43.72679,POINT (-79.328125 43.72679138183594)
11 YATESCASTLE DR,-79.506805,43.740993,POINT (-79.50680541992188 43.74099349975586)
12 YONGE ST,-79.37626,43.64316,POINT (-79.37625885009766 43.64316177368164)
8 FOUNDRY AVE,-79.4491,43.668224,POINT (-79.4490966796875 43.6682243347168)
47 THORNCLIFFE PARK DR,-79.342674,43.700783,POINT (-79.34267425537109 43.70078277587891)
48 BRADY CRES,-79.50859,43.7408,POINT (-79.50859069824219 43.74079895019531)
330 ALTON TOWERS CIRCLE,-79.27603,43.82349,POINT (-79.27603149414063 43.82349014282227)
22 BILLINGS AVE,-79.32549,43.667046,POINT (-79.32549285888672 43.66704559326172)
605 CLINTON ST,-79.41972,43.670868,POINT (-79.41972351074219 43.67086791992188)
31 MUIR AVE,-79.4345,43.653793,POINT (-79.43450164794922 43.65379333496094)
49 THORNCLIFFE PARK DR,-79.34234,43.70195,POINT (-79.34233856201172 43.70195007324219)
43 HEINTZMAN ST,-79.463356,43.66639,POINT (-79.46335601806641 43.66638946533203)
1443 DUNDAS ST E,-79.333626,43.666096,POINT (-79.33362579345703 43.66609573364258)
11 GREEN BUSH RD,-79.42917,43.794113,POINT (-79.42916870117188 43.79411315917969)
4 ORPINGTON CRES,-79.58881,43.738297,POINT (-79.58881378173828 43.73829650878906)
120 HOMEWOOD AVE,-79.42384,43.790203,POINT (-79.42384338378906 43.79020309448242)
2059 WESTON ROAD,-79.522064,43.702477,POINT (-79.52206420898438 43.70247650146484)
46 GREEN BUSH RD,-79.43117,43.794224,POINT (-79.43116760253906 43.79422378540039)
32 THURROCK RD,-79.50779,43.73976,POINT (-79.50778961181641 43.73976135253906)
10 ORPINGTON CRES,-79.58863,43.737934,POINT (-79.58863067626953 43.73793411254883)
39 THURROCK RD,-79.5073,43.739395,POINT (-79.50730133056641 43.73939514160156)
775 STEELES AVE W,-79.44349,43.7918,POINT (-79.44348907470703 43.79180145263672)
552 ADELAIDE ST W,-79.40262,43.645832,POINT (-79.40261840820313 43.64583206176758)
9 HILLSIDE RD,-79.579765,43.757854,POINT (-79.57976531982422 43.75785446166992)
30 TANJOE CRES,-79.430275,43.79531,POINT (-79.43027496337891 43.79531097412109)
12 ORPINGTON CRES,-79.58858,43.73772,POINT (-79.58857727050781 43.73772048950195)
8 ATHLETIC AVE,-79.326935,43.669746,POINT (-79.32693481445313 43.66974639892578)
205 SHERWAY GARDENS RD,-79.557365,43.609577,POINT (-79.55736541748047 43.60957717895508)
7 ATHLETIC AVE,-79.32681,43.66939,POINT (-79.32681274414063 43.66939163208008)
16 RAMBLER PL,-79.50798,43.737114,POINT (-79.50798034667969 43.73711395263672)
66 MUIRBANK BLVD,-79.15891,43.795494,POINT (-79.15891265869141 43.79549407958984)
16 TANJOE CRES,-79.42968,43.795002,POINT (-79.42967987060547 43.79500198364258)
24 ORPINGTON CRES,-79.58816,43.736942,POINT (-79.58815765380859 43.73694229125977)
253 ROYWOOD DRIVE,-79.33563,43.761917,POINT (-79.33563232421875 43.76191711425781)
171 FALLINGBROOK RD,-79.279594,43.683804,POINT (-79.27959442138672 43.68380355834961)
1000 KING ST W,-79.41446,43.64189,POINT (-79.41445922851563 43.64189147949219)
62 MUIRBANK BLVD,-79.15934,43.795616,POINT (-79.15933990478516 43.79561614990234)
60 MUIRBANK BLVD,-79.15942,43.79546,POINT (-79.15941619873047 43.79545974731445)
31 WINNERS CRCL,-79.31016,43.66658,POINT (-79.31015777587891 43.66658020019531)
121 MCMAHON DR,-79.37062,43.767727,POINT (-79.37062072753906 43.76772689819336)
42 BUCKLAND RD,-79.50276,43.73879,POINT (-79.50276184082031 43.73878860473633)
189 FALLINGBROOK RD,-79.27994,43.684643,POINT (-79.27993774414063 43.68464279174805)
75 EAST LIBERTY ST,-79.414505,43.638016,POINT (-79.41450500488281 43.63801574707031)
30 UPPER CANADA DR,-79.40481,43.75292,POINT (-79.40480804443359 43.7529182434082)
24 MELHAM CRT,-79.23883,43.81126,POINT (-79.23883056640625 43.81126022338867)
195 WYNFORD DR,-79.32537,43.72372,POINT (-79.32537078857422 43.72372055053711)
10 QUEENS QUAY W,-79.37582,43.641922,POINT (-79.37581634521484 43.64192199707031)
150 KILGOUR RD,-79.37296,43.71842,POINT (-79.37296295166016 43.71841812133789)
113 SARAH ASHBRIDGE AVE,-79.30872,43.66758,POINT (-79.30872344970703 43.66757965087891)
7 ALDERSHOT CRES,-79.40421,43.75447,POINT (-79.40421295166016 43.75447082519531)
70 TURNTABLE CRES,-79.44967,43.67073,POINT (-79.44966888427734 43.67073059082031)
5 DE-SAVERY CRES,-79.38911,43.70287,POINT (-79.38910675048828 43.7028694152832)
69 GREENWOOD AVE,-79.325836,43.666588,POINT (-79.32583618164063 43.66658782958984)
20 ORPINGTON CRES,-79.5884,43.737476,POINT (-79.58840179443359 43.73747634887695)
92 AVIEMORE DR,-79.57136,43.754047,POINT (-79.57135772705078 43.75404739379883)
120 HOLLIS AVE,-79.264404,43.695007,POINT (-79.264404296875 43.69500732421875)
19 CONEFLOWER CRES,-79.45045,43.778625,POINT (-79.45044708251953 43.77862548828125)
37 WYCOMBE RD,-79.487885,43.742382,POINT (-79.48788452148438 43.74238204956055)
118 HOLLIS AVE,-79.264496,43.69497,POINT (-79.26449584960938 43.69496917724609)
130 HOLLIS AVE,-79.26387,43.69509,POINT (-79.26387023925781 43.69509124755859)
150 DAN LECKIE WAY,-79.39838,43.639713,POINT (-79.39837646484375 43.63971328735352)
850 HUNTINGWOOD DR,-79.295,43.796432,POINT (-79.29499816894531 43.79643249511719)
20 TURNTABLE CRES,-79.45005,43.67042,POINT (-79.45005035400391 43.6704216003418)
148 BOARDWALK DR,-79.30657,43.666965,POINT (-79.30657196044922 43.66696548461914)
23 CONEFLOWER CRES,-79.44997,43.77871,POINT (-79.44996643066406 43.77870941162109)
27 ORPINGTON CRES,-79.58705,43.73725,POINT (-79.58705139160156 43.73725128173828)
375 BLEECKER ST,-79.37482,43.670616,POINT (-79.37481689453125 43.67061614990234)
16 PINESLOPE CRES,-79.21665,43.78752,POINT (-79.21665191650391 43.78752136230469)
255 VILLAGE GREEN SQ,-79.28293,43.779655,POINT (-79.28292846679688 43.77965545654297)
935 PIRANDELLO ST,-79.3762,43.6484,POINT (-79.37619781494141 43.64839935302734)
60 SAM FRUSTAGLIO DR,-79.507576,43.69825,POINT (-79.50757598876953 43.69824981689453)
3018 YONGE ST,-79.40236,43.724182,POINT (-79.40235900878906 43.72418212890625)
186 BOARDWALK DR,-79.306984,43.66797,POINT (-79.30698394775391 43.66796875)
50 ORPINGTON CRES,-79.58722,43.73684,POINT (-79.58721923828125 43.73683929443359)
29 CONEFLOWER CRES,-79.44936,43.778843,POINT (-79.44936370849609 43.77884292602539)
329 WINONA DR,-79.43346,43.685745,POINT (-79.43345642089844 43.68574523925781)
83 KENNETH AVE,-79.45901,43.661064,POINT (-79.45900726318359 43.66106414794922)
5 AGATE RD,-79.4853,43.72725,POINT (-79.48529815673828 43.72724914550781)
18 SILVIO AVE,-79.26864,43.71041,POINT (-79.26863861083984 43.71041107177734)
5101 DUNDAS STREET WEST,-79.53199,43.644825,POINT (-79.53199005126953 43.64482498168945)
2 ELROSE AVE,-79.52594,43.71769,POINT (-79.52593994140625 43.71768951416016)
289 WINONA DR,-79.43345,43.68433,POINT (-79.43344879150391 43.68432998657227)
812 LANSDOWNE AVE,-79.44751,43.665085,POINT (-79.447509765625 43.66508483886719)
470 SENTINEL RD,-79.50207,43.762978,POINT (-79.50206756591797 43.76297760009766)
100 ABBOTT AVE,-79.45906,43.660187,POINT (-79.45906066894531 43.66018676757813)
31 CONEFLOWER CRES,-79.44903,43.778896,POINT (-79.44902801513672 43.77889633178711)
1185 THE QUEENSWAY,-79.521675,43.62177,POINT (-79.52167510986328 43.62176895141602)
29 FUNDY BAY BLVD,-79.31374,43.8098,POINT (-79.31374359130859 43.80979919433594)
20 BRUYERES MEWS,-79.40058,43.63751,POINT (-79.40058135986328 43.63750839233398)
14 WATFORD AVE,-79.43245,43.682068,POINT (-79.43244934082031 43.68206787109375)
50 CURRAN HALL CRES,-79.20943,43.77225,POINT (-79.20942687988281 43.77225112915039)
3 MASSEYGROVE CRES,-79.58495,43.737198,POINT (-79.58495330810547 43.73719787597656)
41 FAIRMEADOW AVE,-79.3978,43.756184,POINT (-79.39779663085938 43.75618362426758)
14 EVERGLADES DR,-79.50214,43.704292,POINT (-79.50213623046875 43.70429229736328)
82 LANSDOWNE AVE,-79.43806,43.643463,POINT (-79.43805694580078 43.64346313476563)
315 BRIDLETOWNE CIR,-79.31446,43.79153,POINT (-79.31446075439453 43.79153060913086)
125 VILLAGE GREEN SQ,-79.28121,43.777416,POINT (-79.28121185302734 43.77741622924805)
35 GLEN MANOR DR,-79.29157,43.66998,POINT (-79.29157257080078 43.66997909545898)
94 BEECHWOOD AVE,-79.39172,43.7457,POINT (-79.3917236328125 43.74570083618164)
42 CURRAN HALL CRES,-79.20972,43.77219,POINT (-79.209716796875 43.77219009399414)
145 TORRESDALE AVE,-79.45183,43.779957,POINT (-79.45182800292969 43.77995681762695)
13 MASSEYGROVE CRES,-79.58509,43.736835,POINT (-79.58509063720703 43.73683547973633)
54 SHARPE ST,-79.254,43.709393,POINT (-79.25399780273438 43.70939254760742)
44 CURRAN HALL CRES,-79.20964,43.77221,POINT (-79.20964050292969 43.77220916748047)
78 BEECHWOOD AVE,-79.39316,43.7454,POINT (-79.39315795898438 43.74539947509766)
74 BEECHWOOD AVE,-79.39351,43.745293,POINT (-79.39350891113281 43.74529266357422)
37 CURRAN HALL CRES,-79.209755,43.77192,POINT (-79.20975494384766 43.77191925048828)
27 MASSEYGROVE CRES,-79.58326,43.737125,POINT (-79.58325958251953 43.73712539672852)
37 SHARPE ST,-79.25316,43.708595,POINT (-79.25315856933594 43.70859527587891)
17 TRIMONTIUM CRES,-79.32311,43.700092,POINT (-79.32311248779297 43.70009231567383)
25 CEDARCROFT BLVD,-79.44741,43.783173,POINT (-79.44741058349609 43.78317260742188)
26 SHARPE ST,-79.25338,43.707966,POINT (-79.25337982177734 43.70796585083008)
4 CURRAN HALL CRES,-79.21006,43.771408,POINT (-79.21006011962891 43.77140808105469)
1 BONFIELD AVE,-79.2914,43.670135,POINT (-79.29139709472656 43.67013549804688)
42 MASSEYGROVE CRES,-79.58263,43.736855,POINT (-79.58262634277344 43.73685455322266)
